payload_commit_msg,repository_language
"Made core::pair<K, V> even easier to read. So, I had forgotten that as long as make<T> op make<U> worked, that the existence of a given function would be valid. So I was able to remove the std::is_same<key_type, K>::value calls everywhere, and simply use the operators::<op> that I had written. Unsurprisingly nothing changed, except that if a pair of type pair<int, int> is compared to a pair<float, float> it will perform the operation as if you were comparing float <op> int for each key/value. Man, this made me so excited. I was worried everything was going to become this giant pit of mud if I went down the 'graceful fallback' route.",C++
"Adding in a target for building a static library version. - New Target For Static Library - Expose Headers with Target Membership to public - In Build Settings, set Installation Directory to $(BUILT_PRODUCTS_DIR) - In Build Settings, set Skip Install to YES - In Build Settings, set Public Headers Folder Path to $(TARGET_NAME)",Objective-C
"Merge branch 'drm-fixes' of git://people.freedesktop.org/~airlied/linux Pull the intel i915 hibernation memory corruption fix from Dave Airlie: ""I tracked down the misc memory corruption after i915 hibernate to the blinking fbcon cursor, and realised the i915 driver wasn't doing the fbdev suspend/resume calls at all. nouveau and radeon have done these calls for a long time. This has been fairly well tested and is definitely the main culprit in hibernate not working."" Yay. * 'drm-fixes' of git://people.freedesktop.org/~airlied/linux: drm/i915: suspend fbdev device around suspend/hibernate",C
"Hopefully, this should finally fix windows compilation. Additionally, we no longer need cmake for Box2D - yay :-)",C
Fixed #43 Made the dropdown menu positioned via pure css instead of using javascript to constantly adjust its position. YAY PERFORMANCE!,JavaScript
"ANSI color codes for fun and profit Yes, we'll probably remove them in the next commit",Ruby
Fixed #43 Made the dropdown menu positioned via pure css instead of using javascript to constantly adjust its position. YAY PERFORMANCE! Signed-off-by: Igor Vaynberg <igor.vaynberg@gmail.com>,JavaScript
"Yay! Got appointments and scheduling working together, I believe. Appointments have to be at a valid time for a phys, and can't overlap with each other. Now I need some way to view available times...",Ruby
- Added console-interactive (yes!) fix_encoding method to gradually get rid of the bad 1255 encoding files.,Ruby
"vim bundle update night, yay powerline!",VimL
yay,Java
yay,Java
"Merge pull request #593 from Talvalin/issue_2492_gift_exchange_def Yay, looks great! One tip: it's helpful if you include the Google Code url for the issue in your pullreq description. Fix for issue 2492 - Tidy up code for gift_exchange and prompt_meme definitions",Ruby
yay! OSX pasteboard integration,Haskell
Imports working for modules in shell! yay,Java
"[sawfish] Execute commands using `system' plus some semi related changes This commit replaces the use of `start-process' with calling `system'. The reason to do that is because librep kills all running processes as it terminates. This means that on Sawfish restart, all applications started from Sawfish are killed. By using `system' I can consistently add an ampersand to the end of each command so that a double fork with the middle process termination is performed so that the command can continue even when librep exits. This actually simplifies things as there is no longer need to specify commands as lists but rather as a single string. The benefit of the former were not used at all in the configuration file, so there's no need to worry about thouse. To make that change, `mn-exec-unless' function has been renamed to `mn-run-unless' and a new `mn-run' function has been added which calls `system' and runs command. In the meantime fewer other changes has been performed: A new W-Enter binding has been added to windows which pops window operations menu. This is nice since on my configuration of Kinesis keyboard, W-Enter is easy to press with just the left hand. The W-Button3-Click binding on the root window has ben changed to Button3-Click. The need to press win key was just a nuisance. The root menu has been mistake-proofed. Each option (other then “Customize”) pops a sub-menu with a single “Yes” option. This means that pressing one of the top level options by mistake won't kill Sawfish and everything else. XF86Audio* bindings has been removed since I no longer use a keyboard which has multimedia keys (and in fact never used them anyway). The W-l binding runs ""xlocker"" rather then locking xscreensaver. The idea is for ""xlocker"" command be a script in ~/bin which calls xlock. This change is because I've stopped using xscreensaver in favour of xlock.",Emacs Lisp
dont let user close message until they do action and making yes/no bigger,ActionScript
adding yes option otherwise it gets stuck on the prompt,Shell
"Add another yes. Add link back to the yes template, to fill out the head section a bit.",CoffeeScript
"this project has now a working title: Virginia. 'Yes, Virginia, it can schedule all your data'",Java
cmake: bingo cpack and python build script in progress,C
YAY!,Java
"config based fonts on axis labels, yay",JavaScript
"SI-5690: no-selector match in function yields function the implicit beta-reduction performed by typedFunction on a Function(.., Match(EmptyTree, ...)) must of course only be done when the selector actually is empty... (yes, typedMatchAnonFun needs to be cleaned up, I know)",Scala
Getting the latest tweet now works. Yay!,Python
"SI-5690: no-selector match in function yields function the implicit beta-reduction performed by typedFunction on a Function(.., Match(EmptyTree, ...)) must of course only be done when the selector actually is empty... (yes, typedMatchAnonFun needs to be cleaned up, I know)",Scala
"Template file for generating complex curves using bc and fig4tex added Here is how this template file will be used when complex curves need to be drawn 1. The plot() and end_drawing() methods will be edited 2. bc -l figure.bc > figure.tex command issued 3. Copy-paste contents of figure.tex at the appropriate place in question.tex Yes, (3) implies manual intervention. But still, using bc generates a lot of the fig4tex code that one would otherwise have to write manually. Compared to that, copying and pasting is a piece of cake",Shell
Gradienter fikset - yay,Matlab
missed a small bug in the argument handler hurray for unit tests,C#
Fixed an overflow bug. Yes its not a clean commit. Working on being a better public git repo user.....,Java
YAY,Scala
Merge pull request #1 from Ronnie76er/new-branch YAY,Scala
File rename yay,Matlab
Deleted stale QUnit tests and my attempt at a test visualization suite (for now). Replaced with BDD style unit tests using Mocha+Chai. Lots more tests to add. The finished code sits waiting for the tests to be written first. Confusing? Yes.,JavaScript
"Start the stack pointer at the last byte of ram, not one byte after. This effectively reverts commit ec761a3e37e51f8c9cf3698be37cbfdfa1943b16. Yes, we don't clear the last byte of RAM, but this isn't a problem because the stack just writes over it on the first rcall anyway. Meanwhile, I'm not quite sure how it was working since then.",Assembly
I've done it again. Pat me on my back. Fuckin yay.,PHP
"merged branch bschussek/issue3994 (PR #4046) Commits ------- 246c885 [Form] Fixed: Default value of 'error_bubbling' is now determined by the 'single_control' option d3bb4d0 [Form] Renamed option 'primitive' to 'single_control' 167e64f [Form] Fixed: Field attributes are not rendered in the label anymore. Label attributes are now passed in ""label_attr"" 68018a1 [Form] Dropped useless test that is guaranteed by OptionsParser tests and that needs to be adapted very often 649752c [Form] Fixed: CSRF token was not displayed on empty complex forms c623fcf [Form] Fixed: CSRF protection did not run if token was missing eb75ab1 [Form] Fixed results of the FieldType+FormType merge. Discussion ---------- [Form] Fixed errors introduced in the FieldType+FormType merge Bug fix: yes Feature addition: no Backwards compatibility break: yes Symfony2 tests pass: yes Fixes the following tickets: #3994, #4000, #2294, #4118 Todo: - ![Travis Build Status](https://secure.travis-ci.org/bschussek/symfony.png?branch=issue3994) --------------------------------------------------------------------------- by Tobion at 2012-04-22T15:39:20Z `primitive` is a pretty abstract option name. It depends on the person what he considers primitive. Maybe more explicit naming or better documentation what it means. --------------------------------------------------------------------------- by bschussek at 2012-04-22T15:47:29Z Better suggestions? The distinction here is between primitive and complex forms, where primitive forms are such forms that can be represented by a single HTML tag. This obviously needs to be documented. --------------------------------------------------------------------------- by Tobion at 2012-04-22T15:49:45Z Maybe `single_widget` or something like that. --------------------------------------------------------------------------- by vicb at 2012-04-23T13:09:43Z @Tobion @bschussek would `elementary` be better than `primitive` ? --------------------------------------------------------------------------- by vicb at 2012-04-23T13:17:04Z and `compound \ composite` better than `complex` ? --------------------------------------------------------------------------- by bschussek at 2012-04-23T14:08:33Z @vicb I fail to see how elementary/compound is easier to understand than primitive/complex. Maybe single_widget, but what's the opposite of this case? multi_widget? --------------------------------------------------------------------------- by vicb at 2012-04-23T14:15:09Z Actually I am fine with anything... as long as it is documented. --------------------------------------------------------------------------- by bschussek at 2012-04-23T14:22:31Z Still I think that this unveals a more profound naming problem. How do we (also in the documentation) name forms with children (formerly ""forms"") and forms without children (formerly ""fields"")? Should we refer to them as * forms and fields? * complex and primitive forms? * ... We must first answer this question before we can find an intuitive option name. If the documentation always switches between different terminologies, neither will it be understandable nor will this option be easy to remember. --------------------------------------------------------------------------- by vicb at 2012-04-23T15:10:32Z > Still I think that this unveals a more profound naming problem. How do we (also in the documentation) name forms with children (formerly ""forms"") and forms without children (formerly ""fields"")? To make it clear, I would rather say forms that **can have** children and forms that **can not have** children (i.e. Empty collections have no children but they can have and this is reason why you have to introduce those options, right ? - that could be a good example for the doc). It will probably be better to refer to ""complex"" / ""primitive"" forms in the doc (and use the ""form"" / ""field"" terms to explain them). Note: I think @Tobion concern is that ""primitive"" / ""complex"" could be pejorative terms (this is why I have proposed ""elementary"" / ""compound""). --------------------------------------------------------------------------- by Tobion at 2012-04-23T16:00:54Z 1. primitive/complex is subjective (and could be pejorative too) 2. elementary/compound is more explicit so probably better than primitive/complex 3. I dislike this option in general. Does it make sense to change this option from a user perspective? I guess it's always the same as long as the widget structure stays the same. So it should be resolved at a higher level dynamically from the widget structure and not exposed to any configuration. 4. In documentation I would use the terms forms and fields. Because all people with HTML knowledge will understand that fields cannot have sub-fields whereas forms can. But since this distinction is not findable in code, it should be mentioned that all these are implemented as a form hierarchy. --------------------------------------------------------------------------- by mvrhov at 2012-04-23T16:02:00Z how about simple and complex? --------------------------------------------------------------------------- by bschussek at 2012-04-23T16:06:33Z @Tobion It does not make sense to change this option from the user perspective, still the overloading type has to propagate to FormType whether it is a form or a field, so that the default behaviour is correct. A second option how to implement this is to add a method `isField` to FormTypeInterface that can be overloaded and receives the options. I don't really like to introduce new methods here unless absolutely required. What about renaming the option ""primitive"" to ""is_field""? The blocks in the template would then be named ""form_widget_field"" and ""form_widget_form"". --------------------------------------------------------------------------- by tristanbes at 2012-04-25T14:01:06Z Oh, I should've seen this before, i thought I was doing something wrong. (empty collections gets an input field bug) Please big :UP: on this. When will it be merged ? @bschussek --------------------------------------------------------------------------- by Tobion at 2012-04-25T15:30:28Z +1 for ""is_field"" and ""form_widget_field"" but I would rather use ""form_widget_compound"" instead of ""form_widget_form"" which is quite strange. --------------------------------------------------------------------------- by bschussek at 2012-04-26T16:34:04Z @Tobion ""simple"" and ""compound"" then? --------------------------------------------------------------------------- by Tobion at 2012-04-26T16:49:58Z no ""field"" and ""compound"" --------------------------------------------------------------------------- by bschussek at 2012-04-26T17:17:02Z I don't like ""field"" for a simple reason: Consider the ""date"" type. We are typically speaking of the ""date"" field there. But technically, the ""date"" field is a compound field. So? --------------------------------------------------------------------------- by Tobion at 2012-04-26T21:17:37Z I don't understand the open question. You proposed ""is_field"" and ""form_widget_field"" yourself. So calling the template block ""form_widget_field"" is a comprehensible consequence of ""is_field"". I wouldn't call the date type with multiple inputs a field. --------------------------------------------------------------------------- by tristanbes at 2012-04-26T21:52:39Z We should take a decision cause right here i got all my forms that are broken because of the empty collection rendering as input field :-). I guess we are many in that situation. --------------------------------------------------------------------------- by bschussek at 2012-04-27T08:28:16Z I renamed ""primitive"" to ""single_control"" now to match with the HTML specification which names all input elements (input, select etc.) ""controls"". The opposite is now ""compound"". Meanwhile, I added a fix for #4118. @fabpot This is ready for merge now. --------------------------------------------------------------------------- by Tobion at 2012-04-27T10:22:49Z Hm, I know naming things is hard and sometimes not really important. But since users need to know which block to override, it is essential to make it clear. I think there is still one issue. The block is named `form_widget_single_control` in order, as you said, to abstract away if it's an input, select etc. But in fact it can only render `input` and nothing else. So this is misleading. So you could also simply name it `form_widget_input`. Apart from that I agree with everything.",PHP
