payload_commit_msg,repository_language
"Make a seemingly tiny change to the inliner and fix the generated code size bloat. Unfortunately, I expect this to disable the majority of the benefit from r152737. I'm hopeful at least that it will fix PR12345. To explain this requires... quite a bit of backstory I'm afraid. TL;DR: The change in r152737 actually did The Wrong Thing for linkonce-odr functions. This change makes it do the right thing. The benefits we saw were simple luck, not any actual strategy. Benchmark numbers after a mini-blog-post so that I've written down my thoughts on why all of this works and doesn't work... To understand what's going on here, you have to understand how the ""bottom-up"" inliner actually works. There are two fundamental modes to the inliner: 1) Standard fixed-cost bottom-up inlining. This is the mode we usually think about. It walks from the bottom of the CFG up to the top, looking at callsites, taking information about the callsite and the called function and computing th expected cost of inlining into that callsite. If the cost is under a fixed threshold, it inlines. It's a touch more complicated than that due to all the bonuses, weights, etc. Inlining the last callsite to an internal function gets higher weighth, etc. But essentially, this is the mode of operation. 2) Deferred bottom-up inlining (a term I just made up). This is the interesting mode for this patch an r152737. Initially, this works just like mode #1, but once we have the cost of inlining into the callsite, we don't just compare it with a fixed threshold. First, we check something else. Let's give some names to the entities at this point, or we'll end up hopelessly confused. We're considering inlining a function 'A' into its callsite within a function 'B'. We want to check whether 'B' has any callers, and whether it might be inlined into those callers. If so, we also check whether inlining 'A' into 'B' would block any of the opportunities for inlining 'B' into its callers. We take the sum of the costs of inlining 'B' into its callers where that inlining would be blocked by inlining 'A' into 'B', and if that cost is less than the cost of inlining 'A' into 'B', then we skip inlining 'A' into 'B'. Now, in order for #2 to make sense, we have to have some confidence that we will actually have the opportunity to inline 'B' into its callers when cheaper, *and* that we'll be able to revisit the decision and inline 'A' into 'B' if that ever becomes the correct tradeoff. This often isn't true for external functions -- we can see very few of their callers, and we won't be able to re-consider inlining 'A' into 'B' if 'B' is external when we finally see more callers of 'B'. There are two cases where we believe this to be true for C/C++ code: functions local to a translation unit, and functions with an inline definition in every translation unit which uses them. These are represented as internal linkage and linkonce-odr (resp.) in LLVM. I enabled this logic for linkonce-odr in r152737. Unfortunately, when I did that, I also introduced a subtle bug. There was an implicit assumption that the last caller of the function within the TU was the last caller of the function in the program. We want to bonus the last caller of the function in the program by a huge amount for inlining because inlining that callsite has very little cost. Unfortunately, the last caller in the TU of a linkonce-odr function is *not* the last caller in the program, and so we don't want to apply this bonus. If we do, we can apply it to one callsite *per-TU*. Because of the way deferred inlining works, when it sees this bonus applied to one callsite in the TU for 'B', it decides that inlining 'B' is of the *utmost* importance just so we can get that final bonus. It then proceeds to essentially force deferred inlining regardless of the actual cost tradeoff. The result? PR12345: code bloat, code bloat, code bloat. Another result is getting *damn* lucky on a few benchmarks, and the over-inlining exposing critically important optimizations. I would very much like a list of benchmarks that regress after this change goes in, with bitcode before and after. This will help me greatly understand what opportunities the current cost analysis is missing. Initial benchmark numbers look very good. WebKit files that exhibited the worst of PR12345 went from growing to shrinking compared to Clang with r152737 reverted. - Bootstrapped Clang is 3% smaller with this change. - Bootstrapped Clang -O0 over a single-source-file of lib/Lex is 4% faster with this change. Please let me know about any other performance impact you see. Thanks to Nico for reporting and urging me to actually fix, Richard Smith, Duncan Sands, Manuel Klimek, and Benjamin Kramer for talking through the issues today. git-svn-id: https://llvm.org/svn/llvm-project/llvm/trunk@153506 91177308-0d34-0410-b5e6-96231b3b80d8",C++
ese/abm git error i fucked up,Java
WTF: Basic GUI,Java
trying to resolve dll hell,C#
"Could of overdue functions: wtf, gc",Emacs Lisp
"Re adding command-t, think I fucked this up last time",VimL
shit.,Python
wtf?,JavaScript
god damn it :D,Python
Merged OldSurvival to WTF,Java
First cut of the blog theme Battling with Wordpress' uncanny use of crappy tempting.,PHP
WTF: Fixed 2D items,Java
metadata properly formatted as .ass file,Java
trying to do some crazy bootstrap shit,JavaScript
"Bug 733984 - Use the Location security policy even for content accessing chrome. r=mrbkap I'm adding asserts about when we do and don't have a Location object behind the wrapper, and this case was hitting them. What we do here doesn't so much matter given how this stuff all works. On the one hand, statically using a restrictive policy is slightly more defense-in-depth. On the other hand, if this stuff is broken we're screwed in much more serious ways than content reading chrome locations, and using a consistent wrapper scheme allows us to make stronger asserts and assumptions. I opted for stronger assumptions and more understandable security code. If Blake feels strongly though, I could go the other way and sprinkle '|| isChrome(obj)' throughout the asserts though.",C++
"New Structure Both GBA and UnitTest and any other platforms in the future - rely on their own batch of code. using Visual Studio makes it easy to ensure that only the specific platform code is compiled. Everything shares the same headers, with the difference in the implementation - at least, that's the theory. Don't fuck it up this time.",JavaScript
Revert a whole bunch of crap,Ruby
Test release of WTF,Java
Added WTF src,Java
"Core/BattleGrounds: Backport: * changed branches, can not move to the newest battlegrounds for backport - this needs done within revision ranges. * started backport over moving to 9800 revisions then updating from there - This way i will for sure know what revId that this system is on. - enough fucking jumping around between old and new. gets confusing - and slows developments. this branch will not be stable for a while yet. - alot of changes being made, both to this system and to core. - don't use this branch unless your helping get it working. Signed-off-by: Bootz <bootz@projectskyfire.org>",C++
Commit shit...,C
Pulled my head out of my ass and fixed bugs.,JavaScript
MAKE THE OVERLAY LOOK NOT SO SHIT,JavaScript
"Remove some files only used for testing, that screw up Win32 build.",OCaml
damn markdow,JavaScript
put all rtorrent shit in ~/.rtorrent cuz this seems logical add scheduler/watch folder and basic log file,Shell
"Fixing flickr icon size, wtf flickr?",PHP
Now with shit exploding.,C#
moved and deleted some shit,Java
OOP shit working and slow as fcuk.,Java
"Working out some bugs with departments and their parent schools, kinda a WTF moment",PHP
"remove previous die, and fix stupid typo... damn it.",PHP
"why is this being executed a fuck load of times by tests, wtf?",JavaScript
Case sensitive fuck up...,PHP
try to remove extra space between paragraphs... (go back to previous commit if shit gets crazy).,PHP
Remove my crappy println,Scala
"changed the sql queries from ""select *"" followed by a call to cut to specify the names and orders of columns, thereby removing the cut stage. This was done because cpgIslandExt has added an extra column in hg19 that was not present in hg18 and that screwed up the ""select *"" query.",Python
Ability to add ASS as a shortcut - thanks aokp for source,Java
fuck suckas,Shell
removed old fucking test,Shell
Epic shit called user authorization and related stuff started,Python
damn,C
"Make `binwrite` emulation work on Windows. So, it turns out that Ruby on Windows is pretty damn awesome, and that to successfully sysopen a file, then use it as an IO, you need to write this: IO.new(IO::sysopen(filename, mode), mode) {|io| ... } ...yes, indeed, you need to repeat the mode, and pass the sysopen mode - which is completely incompatible with the normal open. It works when you pass a file descriptor from sysopen, though, and gets Ruby convinced to use it right. Signed-off-by: Daniel Pittman <daniel@puppetlabs.com>",Ruby
Fix memory leak when reloading config. Scope is a bitch.,C
Fixed Rob's shitty makefile,C
removed crap from the gitignore file that should be in a developer's global gitignore,PHP
core/openssl(-cryptodev): fix to get rid of ia32 crap,Shell
"ktn workin, bitch!",Java
Working Phong Shading HELL YEA,Java
damn it,JavaScript
Fucked up layout,Java
Add some `real' Signal MUnit tests [!!] Implement BitUtil::set() and ::unset() as macros. Fix Wire flags setting. Remove old crappy test classes.,HaXe
Add word analysis related crap,Emacs Lisp
"Use monochrome prompt when zsh is old Damn you, RHEL! Install some new software already.",VimL
Everything continues to be totally broken. Fuck OAuth,PHP
Add a crappy test/impl for unauthorized use of the API.,Python
